"Product.Name","Date.Issued.Updated","Link"
"Franck’s Compounding Pharmacy Sterile Preparations: Reports of Fungal Endophthalmitis, Expanded Recall",2012-05-24,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm305592.htm"
"Gilenya (fingolimod): Drug Safety Communication - Safety Review of a Reported Death After the First Dose 					[ARCHIVED]",2012-05-14,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm284355.htm"
"Gris-PEG (griseofulvin ultramicrosize): Health Advisory - Risk of Product Mix-Up",2012-02-03,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm290295.htm"
"H & P Industries Povidone Iodine Prep Pads: Recall - Potential Microbial Contamination 					[ARCHIVED]",2012-02-08,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm247743.htm"
"Heparin: Drug Safety Communication - Important change to heparin container labels to clearly state the total drug strength",2012-12-06,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm331168.htm"
"Hospira Carpuject Pre-filled Cartridges - Drug Alert: Products May Contain More Than the Intended Fill Volume",2012-05-23,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm305236.htm"
"Hospira Hydromorphone Hydrochloride Injection 2 MG/ML, 1 mL fill in 2.5 mL Carpuject: Recall- May Contain More Than The Intended Fill Volume",2012-08-16,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm315685.htm"
"Hospira Injectable Drug Products: Recall - Visible Particulates from Defective Glass Vials",2012-07-16,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm312048.htm"
"Hospira Lactated Ringer's And 5% Dextrose Injection, 1000 Ml, Flexible Containers: Recall - Mold Contamination",2012-10-06,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm322966.htm"
"Hydrocodone Bitartrate and Acetaminophen Tablets, USP 10 mg/500 mg (Watson Laboratories): Recall - Potential for Oversized and Superpotent Tablets",2012-09-24,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm320610.htm"
"Hydromorphone Hydrochloride Injection 1 MG/ML, (C-II) 1 ML Fill In 2.5 ML Carpuject: Recall - May Contain More Than the Intended Fill Volume",2012-05-14,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm304044.htm"
"Incivek (telaprevir) In Combination with Drugs Peginterferon Alfa and Ribavirin (Incivek combination treatment): Drug Safety Communication - Serious Skin Reactions",2012-12-19,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm332860.htm"
"Infants’ TYLENOL Oral Suspension, 1 oz. Grape: Recall - Dosing System Complaints",2012-02-17,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm292566.htm"
"Intestinomicina (contains chloramphenicol) by Laboratorios Lopez: Safety Alert - Contains Drug Ingredient Withdrawn from US",2012-09-18,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm319905.htm"
"Introvale (levonorgestrel and ethinyl estradiol) Tablets: Recall - Packaging Flaw",2012-06-06,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm307103.htm"
"Isovue (iopamidol injection) Pre-Filled Power Injector Syringes by Bracco Diagnostics Inc.: Recall - Presence of Particulates",2012-11-28,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm329948.htm"
"Leucovorin Calcium Injection (Bedford Laboratories): Recall - Visible Particulate Matter",2012-07-06,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm310782.htm"
"Lo/Ovral-28 (Norgestrel/EthinylEstradiol) Tablets: Recall - Possibility of Inexact Tablet Counts or Out of Sequence Tablets",2012-02-01,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm289803.htm"
"Mirapex (pramipexole): Drug Safety Communication - Ongoing Safety Review, Possible Risk of Heart Failure",2012-09-19,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm320054.htm"
"Morphine Sulfate Injection USP, 4 mg/mL (C-II), 1 mL fill in 2.5 mL Carpuject by Hospira, Inc: Recall - May Contain More Than Intended Fill Volume",2012-04-18,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm300852.htm"
"Fungal Meningitis Outbreak",2012-11-01,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm323946.htm"
"New England Compounding Center (NECC) Potentially Contaminated Medication: Fungal Meningitis Outbreak",2012-10-06,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm322849.htm"
"Nimodipine: Recall - Crystallization of Fill Material",2012-09-05,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm318207.htm"
"Norgestimate and Ethinyl Estradiol Tablets: Recall - Packaging Error, Potential for Incorrect Dosing Regimen",2012-02-27,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm293385.htm"
"Novartis Consumer Health Over-The-Counter Products: Recall - Potential Presence of Foreign Tablets or Chipped or Broken Tablets or Gelcaps",2012-01-09,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm286265.htm"
"Ondansetron (Zofran) 32 mg, Single Intravenous (IV) Dose: Updated Safety Communication – Product Removal due to  Potential For Serious Cardiac Risks",2012-12-04,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm330772.htm"
"Over-The-Counter Eye Drops and Nasal Sprays: Drug Safety Communication - Serious Adverse Events From Accidental Ingestion by Children",2012-10-25,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm325729.htm"
"Over-The-Counter Topical Muscle and Joint Pain Relievers: Drug Safety Communication - Rare Cases of Serious Burns",2012-09-13,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm319353.htm"
"Perfect Image Solutions Topical Hair Regrowth Products: Recall - Unapproved Drugs, Risk of Health Hazards",2012-01-20,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm288562.htm"
"Pradaxa (dabigatran etexilate mesylate): Drug Safety Communication - Safety Review of Post-Market Reports of Serious Bleeding Events 					[ARCHIVED]",2012-11-02,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm282820.htm"
"Pradaxa (dabigatran etexilate mesylate): Drug Safety Communication - Should Not Be Used in Patients with Mechanical Prosthetic Heart Valves",2012-12-19,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm332949.htm"
"Proton Pump Inhibitors (PPIs) - Drug Safety Communication: Clostridium Difficile-Associated Diarrhea (CDAD) Can be Associated With Stomach Acid Drugs",2012-02-08,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm290838.htm"
"Hydrocodone Bitartrate and Acetaminophen Tablets 10 mg/500 mg: Recall - Potential for Oversized Tablets",2012-12-21,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm331224.htm"
"Qualitest Hydrocodone Bitartrate and Acetaminophen Tablets 10 mg/500 mg: Recall -  Potential for Oversized Tablets",2012-09-11,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm319058.htm"
"Revatio (sildenafil): Drug Safety Communication - Recommendation Against Use in Children",2012-08-30,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm317743.htm"
"Revlimid (lenalidomide): Ongoing Safety Review - Increased Risk of Developing New Malignancies 					[ARCHIVED]",2012-05-07,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm250606.htm"
"SimplyThick: Public Health Notification - Risk of Life-Threatening Bowel Condition 					[ARCHIVED]",2012-09-18,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm256257.htm"
"Skin Creams, Soaps and Lotions Marketed as Skin Lighteners and Anti-aging Treatments: May Contain the Toxic Metal, Mercury",2012-03-15,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm296261.htm"
"Statins and HIV or Hepatitis C Drugs: Drug  Safety Communication -  Interaction Increases Risk of Muscle Injury",2012-03-01,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm294294.htm"
"Statin Drugs - Drug Safety Communication: Class Labeling Change",2012-02-28,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm293670.htm"
"Teva’s Adderall 30 mg Tablets: Counterfeit Product - Contains Wrong Active Ingredients",2012-05-30,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm306041.htm"
"Treanda (bendamustine HCL): Recall - Particulate Matter in Vial",2012-01-30,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm289521.htm"
"Tysabri (natalizumab): Drug Safety Communication - New Risk Factor for Progressive Multifocal Leukoencephalopathy (PML)",2012-01-20,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm288602.htm"
"Vecuronium Bromide For Injection Preservative Free (Bedford Laboratories): Recall - Particulate Matter",2012-06-29,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm310210.htm"
"Victrelis (boceprevir) and Ritonavir-Boosted Human Immunodeficiency Virus (HIV) Protease Inhibitor Drugs: Drug Safety Communication - Drug Interactions",2012-04-26,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm291144.htm"
"Wholistic Herbs, Inc. ""Koff and Kold"" and ""Kold Sore"" Spray: Recall - Non-Sterile Products",2012-02-10,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm291534.htm"
"Xyrem (sodium oxybate): Drug Safety Communication - Warning Against Use With Alcohol or Drugs Causing Respiratory Depression",2012-12-17,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm332430.htm"
"5-alpha reductase inhibitors (5-ARIs): Label Change - Increased Risk of Prostate Cancer 					[ARCHIVED]",2011-06-09,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm258529.htm"
"Abacavir - Ongoing Safety Review: Possible Increased Risk of Heart Attack 					[ARCHIVED]",2011-03-01,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm245190.htm"
"Acetadote (acetylcysteine) Injection: Recall - Particulate Matter Found in a Small Number of Vials 					[ARCHIVED]",2011-01-01,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm238494.htm"
"Acetaminophen Prescription Products Limited to 325 mg Per Dosage Unit: Drug Safety Communication 					[ARCHIVED]",2011-01-13,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm239955.htm"
"Aidapak Services Repackaged Pharmaceuticals: Recall - Potential Cross Contamination with Beta Lactam Products 					[ARCHIVED]",2011-06-03,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm257723.htm"
"Albuterol Sulfate Inhalation Solution 0.083%, 3 mL Unit Dose Vials: Recall - Mislabeled Unit Dose Vials 					[ARCHIVED]",2011-01-03,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm238624.htm"
"American Regent Injectable Products: Recall - Visible Particulates in Products 					[ARCHIVED]",2012-02-23,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm242365.htm"
"Angiotensin Receptor Blockers (ARBs): Drug Safety Communication - Drug Safety Review Completed 					[ARCHIVED]",2011-06-02,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm219185.htm"
"Antipsychotic drugs: Class Labeling Change - Treatment During Pregnancy and Potential Risk to Newborns 					[ARCHIVED]",2011-02-22,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm244175.htm"
"Avandia (rosiglitazone): REMS - Risk of Cardiovascular Events 					[ARCHIVED]",2011-11-04,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm226994.htm"
"Benzocaine Topical Products: Sprays, Gels and Liquids - Risk of Methemoglobinemia 					[ARCHIVED]",2011-04-07,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm250264.htm"
"Birth Control Pills Containing Drospirenone: Possible Increased Risk of Blood Clots 					[ARCHIVED]",2011-10-27,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm257337.htm"
"Butalbital, Acetaminophen, and Caffeine Tablets (USP 50mg, 325mg, 40mg) and Hydrocodone Bitartrate and Acetaminophen Tablets (USP 7.5mg, 500mg): Recall - Bottle Mislabeled 					[ARCHIVED]",2011-06-27,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm260915.htm"
"CardioGen-82 PET Scan: Drug Safety Communication - Increased Radiation Exposure 					[ARCHIVED]",2012-01-12,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm263157.htm"
"Celexa (citalopram hydrobromide): Drug Safety Communication - Abnormal Heart Rhythms Associated With High Doses 					[ARCHIVED]",2011-08-24,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm269481.htm"
"Chantix (varenicline): Label Change - Risk of Certain Cardiovascular Adverse Events 					[ARCHIVED]",2011-07-22,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm259469.htm"
"Citalopram And Finasteride by Greenstone:  Recall - Possible Mislabeling 					[ARCHIVED]",2011-03-28,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm248595.htm"
"Coumadin (warfarin sodium) Crystalline 5 mg Tablets: Recall - Tablets May Have Higher than Expected Potency 					[ARCHIVED]",2011-05-03,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm253615.htm"
"Diflucan (fluconazole): Drug Safety Communication – Long-term, High-dose Use During Pregnancy May Be Associated With Birth Defects 					[ARCHIVED]",2011-08-03,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm266468.htm"
"Endocet (Oxycodone / Acetaminophen) Tablets,  ( 10mg, 325mg ) : Recall - Some Bottles Contain Different Strength Tablets 					[ARCHIVED]",2011-06-27,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm260979.htm"
"Erythropoiesis-Stimulating Agents (ESAs) In Chronic Kidney Disease: Drug Safety Communication - Modified Dosing Recommendations 					[ARCHIVED]",2011-06-24,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm260641.htm"
"Gilenya (fingolimod): Drug Safety Communication - Safety Review of a Reported Death After the First Dose 					[ARCHIVED]",2012-05-14,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm284355.htm"
"H & P Industries Povidone Iodine Swabsticks, Prep Solutions, Scrub Solutions, and Prep Gel: Recall - Inadequate Microbial Testing 					[ARCHIVED]",2012-09-25,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm269800.htm"
"H & P Industries Povidone Iodine Prep Pads: Recall - Potential Microbial Contamination 					[ARCHIVED]",2012-02-08,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm247743.htm"
"Hydrocodone Bitartrate And Acetaminophen Tablets, Phenobarbital Tablets by Qualitest: Recall - Incorrect Package Labeling 					[ARCHIVED]",2011-02-07,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm242527.htm"
"Indomethacin for Injection: Recall of One Lot - Particulate Matter 					[ARCHIVED]",2011-06-15,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm259262.htm"
"Irinotecan Hydrochloride Injection: Recall - Fungal Microbial Contaminant 					[ARCHIVED]",2011-03-28,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm248598.htm"
"Kaletra (lopinavir/ritonavir): Label Change - Serious Health Problems in Premature Babies 					[ARCHIVED]",2011-03-08,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm246167.htm"
"Liquid Acetaminophen marketed for infants: Drug Safety Communication - Potential for Dosing Errors 					[ARCHIVED]",2011-12-22,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm284807.htm"
"Lansoprazole Delayed-Release Orally Disintegrating Tablets by Teva Pharmaceuticals: Letter to Healthcare Professionals - Clogged, Blocked Oral Syringes and Feeding Tubes 					[ARCHIVED]",2011-04-15,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm251575.htm"
"Long-Acting Beta-Agonists (LABAs): New Safe Use Requirements 					[ARCHIVED]",2011-04-15,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm201003.htm"
"Meds IV Pharmacy, IV Compounded Products Recall: Outbreak of Serratia Marcescens Bacteremia in Alabama Hospitals 					[ARCHIVED]",2011-03-30,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm249099.htm"
"Methylene Blue: Drug Safety Communication - Serious CNS Reactions Possible When Given to Patients Taking Certain Psychiatric Medications 					[ARCHIVED]",2011-10-21,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm265476.htm"
"Metronidazole Tablets, 250mg: Recall - Underweight Tablets 					[ARCHIVED]",2011-01-06,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm239312.htm"
"Morphine Sulfate Oral Solution 100 mg per 5 mL (20 mg/mL): Medication Use Error - Reports of Accidental Overdose 					[ARCHIVED]",2011-01-10,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm239559.htm"
"Multaq (dronedarone): Drug Safety Communication - Increased Risk of Death or Serious Cardiovascular Events 					[ARCHIVED]",2011-12-19,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm264204.htm"
"Multaq (dronedarone) - Drug Safety Communication: Risk of Severe Liver Injury 					[ARCHIVED]",2011-01-14,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm240110.htm"
"Nature Relief Instant Wart and Mole Remover: Recall - Risk of Severe Skin Burns 					[ARCHIVED]",2011-06-27,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm260982.htm"
"Needleless Pre-filled Glass Syringes: Stakeholder Advisory - Compatibility Problems with Needleless Intravenous Access Systems 					[ARCHIVED]",2011-05-06,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm234219.htm"
"Nostrilla Nasal Decongestant: Recall - Bacterial Contamination 					[ARCHIVED]",2011-10-21,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm276771.htm"
"Nulojix (belatacept): Risk Evaluation and Mitigation Strategy (REMS) 					[ARCHIVED]",2011-07-07,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm262210.htm"
"Ondansetron (Zofran) IV: Drug Safety Communication - QT prolongation 					[ARCHIVED]",2012-06-29,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm310219.htm"
"Oral Osteoporosis Drugs (bisphosphonates): Drug Safety Communication - Potential Increased Risk of Esophageal   Cancer 					[ARCHIVED]",2011-07-21,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm264087.htm"
"Pradaxa (dabigatran etexilate mesylate): Drug Safety Communication - Safety Review of Post-Market Reports of Serious Bleeding Events 					[ARCHIVED]",2012-11-02,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm282820.htm"
"Pradaxa (dabigatran etexilate mesylate) Capsules: Special Storage and Handling Requirements 					[ARCHIVED]",2011-03-30,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm249005.htm"
"Proton Pump Inhibitor drugs (PPIs): Drug Safety Communication - Low Magnesium Levels Can Be Associated With Long-Term Use 					[ARCHIVED]",2011-03-02,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm245275.htm"
"Qualitest Pharmaceuticals Oral Contraceptives: Recall - Packaging Error 					[ARCHIVED]",2011-09-16,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm272237.htm"
"Reclast (zoledronic acid): Drug Safety Communication - New Contraindication and Updated Warning on Kidney Impairment 					[ARCHIVED]",2011-09-01,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm270464.htm"
"Revlimid (lenalidomide): Ongoing Safety Review - Increased Risk of Developing New Malignancies 					[ARCHIVED]",2012-05-07,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm250606.htm"
"Risperdal (risperidone) and Risperidone: Recall - Uncharacteristic Odor 					[ARCHIVED]",2011-06-20,"http://wayback.archive-it.org/7993/20170111132925/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm259901.htm"
