"content","date","Type_of_communication","link","title"
"Taro-Docusate Capsules USP 100 mg (2014-04-25) Recalled products  Taro-Docusate Capsules USP 100 mg  Foreign matter identified as inert nitrile rubber was found in a capsule.  Retailers in all provinces and territories except Yukon, Northwest Territories, Nunavut, and Prince Edward Island.    Taro-Docusate...","
									2014-04-25								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/39287r-eng.php","Taro-Docusate Capsules USP 100 mg (2014-04-25)"
"U.S. Food and Drug Administration  Foreign Product Alert: Dr. Larry's Tranquility   Introduction This product is not authorized for sale in Canada and has not been found in the Canadian marketplace, but it is possible it may have been brought into the country by travellers or purchased over the Internet....","
                                        2014-04-24                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38823a-eng.php","Foreign Product Alert: Dr. Larry's Tranquility"
"Hong Kong Department of Health  Foreign Product Alerts: San Xiao Ping Tang Jin Qi Jiao Nang   Introduction This product is not authorized for sale in Canada and has not been found in the Canadian marketplace, but it is possible it may have been brought into the country by travellers or purchased over...","
                                        2014-04-24                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38821a-eng.php","Foreign Product Alerts: San Xiao Ping Tang Jin Qi Jiao Nang"
"U.S. Food and Drug Administration  Foreign Product Alerts: Volcano Male Enhancement Liquid, and Volcano Male Enhancement Capsules   Introduction These products are not authorized for sale in Canada and have not been found in the Canadian marketplace, but it is possible they may have been brought into...","
                                        2014-04-24                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38819a-eng.php","Foreign Product Alerts: Volcano Male Enhancement Liquid, and Volcano Male Enhancement Capsules"
"New lots recalled: Fresenius Medical Care continues recall of Sodium Bicarbonate Liquid Concentrate    Ottawa - Health Canada is updating Canadians and Canadian healthcare practitioners regarding Fresenius Medical Care’s voluntary recall of “NaturaLyte Sodium Bicarbonate Liquid Concentrate” in...","
									2014-04-23								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/39193a-eng.php","New lots recalled: Fresenius Medical Care continues recall of Sodium Bicarbonate Liquid Concentrate"
"Recall of Marijuana for Medical Purposes - Greenleaf Medicinals   OTTAWA – Greenleaf Medicinals of British Columbia, is voluntarily recalling one batch (Purple Kush, Batch PK-10-20-13) of marijuana for medical purposes. The recall is due to issues with the company’s production practices which were...","
									2014-04-18								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/39183a-eng.php","Recall of Marijuana for Medical Purposes - Greenleaf Medicinals"
"Clinimix - 5% TRAVASOL Amino Acid Injection WITH Electrolytes in 16.6% Dextrose Injection, 1 L - Recall Due to Particulate Matter Found in the Solution - Notice to Hospitals   This is duplicated text of a letter from Baxter Corporation. Contact the company for a copy of any references, attachments or...","
									2014-04-17								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/39171a-eng.php","Clinimix - 5% TRAVASOL Amino Acid Injection WITH Electrolytes in 16.6% Dextrose Injection, 1 L - Recall Due to Particulate Matter Found in the Solution - Notice to Hospitals"
"Jack3d was found to contain DMAA (dimethylamylamine), a drug that is not authorized for use in Canada. Side effects include high blood pressure, shortness of breath, chest pain, stroke and psychiatric disorders. Red Rockets and West Pharm Therma Lean were found to contain ephedrine and caffeine. Ephedrine...","
                                        2014-04-11                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/39071a-eng.php","Potentially dangerous unauthorized drugs seized from """"SVN FUEL"""" stores in B.C."
"Cefazolin for Injection USP 1g - Potential for Longer Reconstitution Time and Precipitation of the Reconstituted Solution - Notice to Hospitals   This is duplicated text of a letter from Hospira Healthcare Corporation. Contact the company for a copy of any references, attachments or enclosures. Notice...","
									2014-04-09								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38991a-eng.php","Cefazolin for Injection USP 1g - Potential for Longer Reconstitution Time and Precipitation of the Reconstituted Solution - Notice to Hospitals"
"Fresenius Medical Care expands recall of Sodium Bicarbonate Liquid Concentrate    Further to a public communication issued April 5, 2014, Fresenius Medical Care is expanding its voluntary recall (see list below) to include additional lots of """"NaturaLyte Sodium Bicarbonate Liquid Concentrate"""" in 6.4L...","
									2014-04-09								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38977a-eng.php","Fresenius Medical Care expands recall of Sodium Bicarbonate Liquid Concentrate"
"Speak to your healthcare practitioner about any questions or concerns regarding this product.  Read the label of the products you buy to verify that they have been assessed by Health Canada for safety, effectiveness and quality. Health products that have been authorized for sale by Health Canada will...","
                                        2014-04-09                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38949a-eng.php","Potentially dangerous weight-loss product seized from U-Box store in Burnaby, BC"
"Clinimix (2014-04-08) Recalled Products  Clinimix   Particulate matter detected.  Hospitals in Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Quebec, Saskatchewan, Yukon, Prince Edward Island.    Clinimix DIN 02013967 Intravenous Solution  Dextrose...","
									2014-04-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/39175r-eng.php","Clinimix (2014-04-08)"
"Recall of Paxil Products (2014-04-08) Recalled Products  A. Paxil CR 25 mg B. Paxil CR 12.5 mg C. Paxil Tablets 20 mg D. Paxil Tablets 10 mg  The industrial methylated spirits used to manufacture paroxetine drug substance were contaminated with material from the pharmaceutical waste tank which contained...","
									2014-04-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/39059r-eng.php","Recall of Paxil Products (2014-04-08)"
"BUSULFEX (busulfan) 6 mg/mL Injection - Potential for Particulate Matter in 10 mL vials - Notice to Hospitals   This is duplicated text of a letter from Otsuka Canada Pharmaceutical Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories...","
									2014-04-07								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38885a-eng.php","BUSULFEX (busulfan) 6 mg/mL Injection - Potential for Particulate Matter in 10 mL vials - Notice to Hospitals"
"ZELBORAF (vemurafenib) - Association with Liver Problems - For the Public   This is duplicated text of a letter from Hoffmann-La Roche Limited. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories PUBLIC COMMUNICATION - Health Canada Endorsed...","
									2014-04-07								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38869a-eng.php","ZELBORAF (vemurafenib) - Association with Liver Problems - For the Public"
"ZELBORAF (vemurafenib) - Association with Liver Problems - For Health Professionals   This is duplicated text of a letter from Hoffmann-La Roche Limited. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories Health Canada Endorsed Important...","
									2014-04-07								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38867a-eng.php","ZELBORAF (vemurafenib) - Association with Liver Problems - For Health Professionals"
"Do not use affected lots.  Use only NaturaLyte Sodium Bicarbonate Liquid Concentrate from lots not affected by the recall, or an alternative product.  If alternatives are not available, then please follow the advice of your healthcare professional regarding your dialysis treatment.  Report any adverse...","
									2014-04-05								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38875a-eng.php","Voluntary recall: NaturaLyte Sodium Bicarbonate Liquid Concentrate"
"NaturaLyte Sodium Bicarbonate Liquid Concentrate (2014-04-04) Recalled Products  NaturaLyte Sodium Bicarbonate Liquid Concentrate  Bacterial contamination  Hospitals, pharmacies and home-care programs.    NaturaLyte Sodium Bicarbonate Liquid Concentrate DIN 02230083 Liquid 81.25 grams/litre...","
									2014-04-04								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38935r-eng.php","NaturaLyte Sodium Bicarbonate Liquid Concentrate (2014-04-04)"
"dom-Pantoprazole (2014-04-04) Recalled Products  dom-Pantoprazole  A dissolution test revealed out-of-specification results. An in-depth investigation showed that dissolution took 90 minutes instead of 45, as indicated in the product specifications.  Wholesalers and Pharmacies in Canada.    dom-Pantoprazole...","
									2014-04-04								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38887r-eng.php","dom-Pantoprazole (2014-04-04)"
"Riva-Pantoprazole (2014-04-03) Recalled Products  Riva-Pantoprazole  Preventative recall. Active ingredient release rate may be out of specification toward the end of product shelf life (May 2015).  Wholesalers and Pharmacies in Canada.    Riva-Pantoprazole DIN 02316463 Delayed release tablets 40 mg...","
									2014-04-03								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38891r-eng.php","Riva-Pantoprazole (2014-04-03)"
"pms-Pantoprazole (2014-04-01) Recalled Products  pms-Pantoprazole  These batches were recalled following out-of-specification dissolution test results. An investigation revealed that dissolution took 90 minutes instead the 45 minutes indicated in the product specifications.  Wholesalers and Pharmacies...","
									2014-04-01								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38889r-eng.php","pms-Pantoprazole (2014-04-01)"
"REMERON / REMERON RD (mirtazapine) - Abnormal Heart Rhythm - For the Public   This is duplicated text of a letter from Merck Canada Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories PUBLIC COMMUNICATION - Health Canada Endorsed Important...","
									2014-03-28								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38711a-eng.php","REMERON / REMERON RD (mirtazapine) - Abnormal Heart Rhythm - For the Public"
"REMERON / REMERON RD (mirtazapine) - Abnormal Heart Rhythm - For Health Professionals   This is duplicated text of a letter from Merck Canada Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories Health Canada Endorsed Important Safety...","
									2014-03-28								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38709a-eng.php","REMERON / REMERON RD (mirtazapine) - Abnormal Heart Rhythm - For Health Professionals"
"Foreign Product Alert: Zyrexin   Introduction An unauthorized drug, Zyrexin, tested by Health Canada at the border was found to contain a hidden prescription drug ingredient (Yohimbine) that may pose serious risks to the health of Canadians. Although there is currently no indication that Zyrexin is being...","
                                        2014-03-27                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38713a-eng.php","Foreign Product Alert: Zyrexin"
"For women who weigh 165 pounds (75kg) or more, talk to a health professional, such as a doctor or pharmacist, for advice on alternative methods of emergency contraception.  Do not exceed dosing recommendations on the product label.  Any woman with questions or concerns about emergency contraceptive products...","
									2014-03-26								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38701a-eng.php","Emergency contraceptive pills to carry warnings for reduced effectiveness in women over a certain body weight"
"IMURAN (azathioprine) or PURINETHOL (mercaptopurine) - Association with a Type of Blood Cancer - Hepatosplenic T-Cell Lymphoma - For the Public   This is duplicated text of a letter from Triton Pharma Inc. and Teva Canada Ltd. Contact the companies for a copy of any references, attachments or enclosures....","
									2014-03-26								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38693a-eng.php","IMURAN (azathioprine) or PURINETHOL (mercaptopurine) - Association with a Type of Blood Cancer - Hepatosplenic T-Cell Lymphoma - For the Public"
"IMURAN (azathioprine) or PURINETHOL (mercaptopurine) - Association with a Type of Blood Cancer - Hepatosplenic T-Cell Lymphoma - For Health Professionals   This is duplicated text of a letter from Triton Pharma Inc. and Teva Canada Ltd. Contact the companies for a copy of any references, attachments...","
									2014-03-26								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38691a-eng.php","IMURAN (azathioprine) or PURINETHOL (mercaptopurine) - Association with a Type of Blood Cancer - Hepatosplenic T-Cell Lymphoma - For Health Professionals"
"Australian Therapeutic Goods Administration  Foreign Product Alerts: Majestic Slim Perfect and Yixiu L-Carnitine Slimming Capsules   Introduction These products are not authorized for sale in Canada and have not been found in the Canadian marketplace, but it is possible they may have been brought into...","
                                        2014-03-26                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38609a-eng.php","Foreign Product Alerts: Majestic Slim Perfect and Yixiu L-Carnitine Slimming Capsules"
"Hong Kong Department of Health  Foreign Product Alerts: Xiang Gang Tian Long Sheng Wu Ke Ji Di Qi Dai Chi Jiu Zhan Shen   Introduction This product is not authorized for sale in Canada and has not been found in the Canadian marketplace, but it is possible it may have been brought into the country by...","
                                        2014-03-26                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38599a-eng.php","Foreign Product Alerts: Xiang Gang Tian Long Sheng Wu Ke Ji Di Qi Dai Chi Jiu Zhan Shen"
"Australian Therapeutic Goods Administration  Foreign Product Alerts: Various Sexual Enhancement Products   Introduction These products are not authorized for sale in Canada and have not been found in the Canadian marketplace, but it is possible they may have been brought into the country by travellers...","
                                        2014-03-26                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38577a-eng.php","Foreign Product Alerts: Various Sexual Enhancement Products"
"Fluconazole Injection SDZ (2014-03-25) Recalled products   Fluconazole Injection SDZ   A standard spiking system cannot be used with the stopper used for this lot, because when piercing, the rubber stopper can be pushed into the bottle.  Wholesalers, hospital/clinics/health center pharmacies in Canada....","
									2014-03-25								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38735r-eng.php","Fluconazole Injection SDZ (2014-03-25)"
"DermOtic Oil Ear Drops (2014-03-20) Recalled Products  DermOtic Oil Ear Drops  Sub-potency assay prior to expiration date.  Wholesale across Canada.    DermOtic Oil Ear Drops DIN 02300559 Liquid 0.01 %  Weight/Volume...","
									2014-03-20								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38841r-eng.php","DermOtic Oil Ear Drops (2014-03-20)"
"Derma-Smoothe/FS (2014-03-20) Recalled Products  Derma-Smoothe/FS   Sub-potency assay prior to expiration date.  Wholesale across Canada.    Derma-Smoothe/FS  DIN 00873292 Liquid 0.01 % Weight/Volume...","
									2014-03-20								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38759r-eng.php","Derma-Smoothe/FS (2014-03-20)"
"...","
									2014-03-20								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38757r-eng.php","Hill Dermaceuticals Inc. Recall (2014-03-20)"
"Myochrysine (2014-03-12) Recalled Products  Myochrysine  This product may have been exposed to temperatures outside of the recommended storage requirements. The safety and efficacy of these drugs may be impacted by the temperature excursion. Note: only the units shipped from Canadadrugs.com to Pharmawest...","
									2014-03-12								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38401r-eng.php","Myochrysine (2014-03-12)"
"Roid Nutrition Recall (2014-03-06) Recalled products  A. Roid Nutrition Anapolon B. Roid Nutrition D-BOL C. Roid Nutrition Clen  Product sold without a valid market authorization (DIN).  Retailers in Quebec and New Brunswick   ,, A. Roid Nutrition Anapolon, B. Roid Nutrition D-BOL, C. Roid Nutrition...","
									2014-03-06								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38395r-eng.php","Roid Nutrition Recall (2014-03-06)"
"Kenalog-40 Injection (2014-03-04) Recalled products   Kenalog-40 Injection  This product may have been exposed to temperatures outside of the recommended storage requirements during their transport from CanadaDrugs.com to Canada Diagnostic Centres in Alberta, Canada. The safety and efficacy of these...","
									2014-03-04								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38689r-eng.php","Kenalog-40 Injection (2014-03-04)"
"Hycodan Tablets (2014-03-03) Recalled products  Hycodan Tablets  Lot KNPP did not meet dissolution specifications at the 12-month stability test point, and there is a risk that lot FSTN may not meet dissolution specifications at the end of shelf-life.  Wholesalers across Canada    A. Hycodan Tablets...","
									2014-03-03								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38331r-eng.php","Hycodan Tablets (2014-03-03)"
"Evra (2014-02-27) Recalled products   Evra  This product may have been exposed to temperatures outside of the recommended storage requirements. The safety and efficacy of these drugs may be impacted by the temperature excursion. Note: only the units shipped from Canadadrugs.com to the pharmacy in British...","
									2014-03-03								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38181r-eng.php","Evra (2014-02-27)"
"Apo-Diltiaz CD (2014-02-21) Recalled products   Apo-Diltiaz CD, 120 mg  Apo-Diltiaz CD, 180 mg  Apo-Diltiaz CD, 240 mg  Apo-Diltiaz CD, 300 mg  Dissolution may not meet specification for 30 hours timepoint over shelf-life.  Wholesalers, Distributors in Alberta, British Columbia, Manitoba, Newfoundland...","
									2014-03-03								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38177r-eng.php","Apo-Diltiaz CD (2014-02-21)"
"Formule L1 is sold as a herbal laxative and Detox Spring-Fall as a diuretic (water  pill). These two products are being sold in a single package. Detox Spring-Fall should not be used in combination with Formule L1, as Formule L1contains a laxative. The use of these products together may cause severe...","
                                        2014-02-27                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38149a-eng.php","Herbal detox and laxative products Formule L1 and Detox Spring Fall recalled due to missing risk statements on label"
"IGIVnex (2012-02-25) Recalled products   IGIVnex  Precautionary measure due to an apparent higher rate of expected adverse reactions  Hospitals in Newfoundland and Labrador, Nova Scotia, Ontario, Manitoba, Saskatchewan, Alberta, British Columbia via Canadian Blood Services     IGIVnex DIN 02277921 Solution...","
									2014-02-25								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38225r-eng.php","IGIVnex (2012-02-25)"
"PMS Diltiazem CD (2014-02-21) Recalled products   PMS Diltiazem CD, 180 mg  PMS Diltiazem CD, 240 mg  This lot is being recalled following out-of-specification dissolution test results at the 30 hours time point after 9 months of shelf life.  Wholesalers and pharmacies in Canada   ,  PMS Diltiazem CD,...","
									2014-02-21								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38219r-eng.php","PMS Diltiazem CD (2014-02-21)"
"Diltiazem-CD 300 mg capsules (2014-02-20) Recalled products   Diltiazem-CD 300 mg capsules  This lot is being recalled as a preventative measure because it may not meet dissolution specification limits for its entire shelf life.  Wholesalers and pharmacies in Quebec     Diltiazem-CD 300 mg capsules DIN...","
									2014-02-20								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38223r-eng.php","Diltiazem-CD 300 mg capsules (2014-02-20)"
"Talk to a healthcare professional regarding any questions or concerns you may have about your treatment.  Do not stop treatment without consulting with your doctor or healthcare professional.   To report a side effect to a health product to Health Canada:  Call toll-free at 1-866-234-2345  Visit Health...","
									2014-02-19								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38061a-eng.php","New safety information for antiviral drug used in the treatment of HIV"
"Apo-Naproxen Tablets (2014-02-18) Recalled Products   Apo-Naproxen Tablets  Lots may contain a foreign material embedded in tablets originating from silicone tubing (which comes into product contact) used during manufacturing.  Wholesalers/distributors and retailers in Alberta, British Columbia, Manitoba,...","
									2014-02-18								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38071r-eng.php","Apo-Naproxen Tablets (2014-02-18)"
"Hong Kong Department of Health  Foreign Product Alerts: Li Long Mei Guo Mo Bang, and Ginseng Tu chong Wan Lin Heong   Introduction These products are not authorized for sale in Canada and have not been found in the Canadian marketplace, but it is possible they may have been brought into the country by...","
                                        2014-02-18                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37985a-eng.php","Foreign Product Alerts: Li Long Mei Guo Mo Bang, and Ginseng Tu chong Wan Lin Heong"
"Hong Kong Department of Health  Foreign Product Alert: Hairegenerator   Introduction This product is not authorized for sale in Canada and has not been found in the Canadian marketplace, but it is possible it may have been brought into the country by travellers or purchased over the Internet. Affected...","
                                        2014-02-18                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37983a-eng.php","Foreign Product Alert: Hairegenerator"
"Hong Kong Department of Health  Foreign Product Alerts: Lightning 10.0+, LV Shou Reduces Fat; and STB Summit of the Thin Body S Woman Degreasing Burning Pill   Introduction These products are not authorized for sale in Canada and have not been found in the Canadian marketplace, but it is possible they...","
                                        2014-02-18                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37981a-eng.php","Foreign Product Alerts: Lightning 10.0+, LV Shou Reduces Fat; and STB Summit of the Thin Body S Woman Degreasing Burning Pill"
"Naproxen 500 mg tablet (2014-02-14) Recalled products   Naproxen 500 mg tablet  The recalled lots may contain a foreign matter embedded in tablets.  Wholesalers and retailers in Québec.    A. Naproxen 500 mg tablet DIN 00618721 Tablet  500 mg...","
									2014-02-14								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38063r-eng.php","Naproxen 500 mg tablet (2014-02-14)"
"Don’t give honey to infants younger than one year of age  Don’t add honey to their formula, food or water  Don’t put honey on their soother Older children (more than one year old) can safely eat honey.      Botulism in infants - information for parents and caregivers    Infant botulism is a very...","
									2014-02-12								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/38007a-eng.php","Botulism in infants - information for parents and caregivers"
"Talk to a healthcare professional regarding any questions or concerns you may have about your lithium treatment.  Tell your doctor if you experience symptoms of hypercalcemia, which include: fatigue, depression, mental confusion, nausea, vomiting, excessive thirst, appetite loss, abdominal pain, frequent...","
									2014-02-05								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37933a-eng.php","New safety information for lithium drugs and the risk of high blood calcium and hyperparathyroidism"
"Lithium - Risk of Hypercalcemia and Hyperparathyroidism - For Health Professionals   Notice about Health Canada advisories Health Canada Issued Important Safety Information on Lithium  February 5, 2014  Dear Health Care Professional,  Subject: Association of lithium with hypercalcemia and hyperparathyroidism...","
									2014-02-05								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37903a-eng.php","Lithium - Risk of Hypercalcemia and Hyperparathyroidism - For Health Professionals"
"Talk to a healthcare professional if you have any questions or concerns about your blood pressure medication.  You should not stop treatment without consulting your doctor or healthcare professional. If untreated, high blood pressure can cause serious health effects over time.   To report a side effect...","
									2014-02-04								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37895a-eng.php","New warnings regarding blood pressure drugs"
"Cosopt (dorzolamide hydrochloride/timolol maleate) Preservative-Free Ophthalmic Solution - Risk of Eye Injury - For the Public   This is duplicated text of a letter from Merck Canada Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories...","
                                        2014-02-03                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37917a-eng.php","Cosopt (dorzolamide hydrochloride/timolol maleate) Preservative-Free Ophthalmic Solution - Risk of Eye Injury - For the Public"
"Cosopt (dorzolamide hydrochloride/timolol maleate) Preservative-Free Ophthalmic Solution - Risk of Eye Injury - For Health Professionals   This is duplicated text of a letter from Merck Canada Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada...","
                                        2014-02-03                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37909a-eng.php","Cosopt (dorzolamide hydrochloride/timolol maleate) Preservative-Free Ophthalmic Solution - Risk of Eye Injury - For Health Professionals"
"Products containing sildenafil should never be used by individuals taking any kind of nitrate drug (e.g. nitroglycerine) as it can cause potentially life-threatening low blood pressure. Individuals with heart problems including high blood pressure, a history of heart attack, stroke, abnormal heart beat...","
                                        2014-02-03                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37859a-eng.php","Products containing undeclared prescription drugs removed from Burnaby West Box store"
"Follow the directions for use outlined on the product’s label; do not exceed dosing recommendations. Talk to a healthcare professional such as a doctor or pharmacist with any questions or concerns about emergency contraception.   To report a side effect to a health product to Health Canada:  Call toll-free...","
									2014-01-30								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37771a-eng.php","Health Canada evaluating whether body weight affects the effectiveness of emergency contraceptive pill"
"Sandoz Glimepiride (2014-01-24) Recalled products  A. Sandoz Glimepiride, 1 milligram (mg) B. Sandoz Glimepiride, 2 mg  Recall initiated following the discovery of blisters of Sandoz Glimepiride 2 mg tablets, Lot DM5336, erroneously packaged in a box identified Sandoz Glimepiride 1 mg.  Therefore,...","
									2014-01-27								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37751r-eng.php","Sandoz Glimepiride (2014-01-24)"
"If you are prescribed this drug, you should check the lot number of the outer package or the blister pack. The recalled product lot number is (L) DM5336.  Consumers who have this lot in their possession should return the product to the place of purchase and receive replacement product.  Consult your...","
									2014-01-24								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37743a-eng.php","Sandoz Glimepiride recalled due to mislabelling of dosage strength on packaging"
"EFFIENT (prasugrel hydrochloride) - Association with Increased Risk of Bleeding in Patients Treated in Hospital for Certain Types of Heart Attacks - For the Public  This is duplicated text of a letter from Eli Lilly Canada Inc. Contact the company for a copy of any references, attachments or enclosures.Notice...","
									2014-01-17								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37615a-eng.php","EFFIENT (prasugrel hydrochloride) - Association with Increased Risk of Bleeding in Patients Treated in Hospital for Certain Types of Heart Attacks - For the Public"
"EFFIENT (prasugrel hydrochloride) - Association with Increased Risk of Bleeding in Patients Treated in Hospital for Certain Types of Heart Attacks - For Health Professionals  This is duplicated text of a letter from Eli Lilly Canada Inc. Contact the company for a copy of any references, attachments or...","
									2014-01-17								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37611a-eng.php","EFFIENT (prasugrel hydrochloride) - Association with Increased Risk of Bleeding in Patients Treated in Hospital for Certain Types of Heart Attacks - For Health Professionals"
"Hospira Flexible Intravenous Containers - Potential for Leakage in Certain Lots (1000 mL Intravenous Bags - Sodium Chloride 0.9% Injection USP and Dextrose 5% Injection USP) - For Health Professionals   This is duplicated text of a letter from Hospira Healthcare Corporation. Contact the company for a...","
									2014-01-13								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37569a-eng.php","Hospira Flexible Intravenous Containers - Potential for Leakage in Certain Lots (1000 mL Intravenous Bags - Sodium Chloride 0.9% Injection USP and Dextrose 5% Injection USP) - For Health Professionals"
"Sandoz Liquid Injectable Products - Potential Presence of Particulate Matter in Glass Vials - For Health Professionals   This is duplicated text of a letter from Sandoz Canada Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories Health...","
									2014-01-10								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/37519a-eng.php","Sandoz Liquid Injectable Products - Potential Presence of Particulate Matter in Glass Vials - For Health Professionals"
